NUTS3_addit_demolition,gfa_sfh_1977,gfa_sfh_77_90,gfa_sfh_90_17,gfa_sfh_2017__,gfa_mfh_1977,gfa_mfh_77_90,gfa_mfh_90_17,gfa_mfh_2017__,gfa_nres_1977,gfa_nres_77_90,gfa_nres_90_17,gfa_nres_2017__,XXX,gfa_total_2017,gfa_res_2017,gfa_nres_2017,gfa_total,gfa_re,gfa_nres,gfa_new
1.000000000000000000e+00,1.552682638168334961e+00,2.702182531356811523e-01,3.216883838176727295e-01,0.000000000000000000e+00,9.423661828041076660e-01,1.640029549598693848e-01,1.952416151762008667e-01,0.000000000000000000e+00,1.055302500724792480e+00,1.836576014757156372e-01,2.186400145292282104e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.903800010681152344e+00,3.446199893951416016e+00,1.457599997520446777e+00,4.903800010681152344e+00,3.446199893951416016e+00,1.457600116729736328e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.769839882850646973e+00,2.391675412654876709e-01,3.587513267993927002e-01,0.000000000000000000e+00,1.421054959297180176e+00,1.920344531536102295e-01,2.880516946315765381e-01,0.000000000000000000e+00,1.207022190093994141e+00,1.631111055612564087e-01,2.446666657924652100e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.883699893951416016e+00,4.268899917602539062e+00,1.614799976348876953e+00,5.883699893951416016e+00,4.268899917602539062e+00,1.614799976348876953e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.184161901473999023e+00,2.034046351909637451e-01,1.892136186361312866e-01,0.000000000000000000e+00,1.668661952018737793e+00,2.866276800632476807e-01,2.666303813457489014e-01,0.000000000000000000e+00,1.134009957313537598e+00,1.947899907827377319e-01,1.811999976634979248e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.308700561523437500e+00,3.798700332641601562e+00,1.509999990463256836e+00,5.308700084686279297e+00,3.798700332641601562e+00,1.509999990463256836e+00,0.000000000000000000e+00
1.000000000000000000e+00,3.063898086547851562e-01,5.878409370779991150e-02,8.016011863946914673e-02,0.000000000000000000e+00,8.204854726791381836e-01,1.574187278747558594e-01,2.146618962287902832e-01,0.000000000000000000e+00,5.843184590339660645e-01,1.121076121926307678e-01,1.528740078210830688e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.487200021743774414e+00,1.637899994850158691e+00,8.493000268936157227e-01,2.487200021743774414e+00,1.637900114059448242e+00,8.493000864982604980e-01,0.000000000000000000e+00
1.000000000000000000e+00,2.344132184982299805e+00,5.458938479423522949e-01,7.135867476463317871e-01,0.000000000000000000e+00,1.025301694869995117e+00,2.387689054012298584e-01,3.121162056922912598e-01,0.000000000000000000e+00,1.299949169158935547e+00,3.027279078960418701e-01,3.957227766513824463e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.178199768066406250e+00,5.179800033569335938e+00,1.998399972915649414e+00,7.178199768066406250e+00,5.179800033569335938e+00,1.998399853706359863e+00,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.468654022216796875e+02,3.770240020751953125e+01,1.091630020141601562e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.468654022216796875e+02,3.770240020751953125e+01,1.091630020141601562e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.468654022216796875e+02,3.770240020751953125e+01,1.091630020141601562e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.888807296752929688e+00,9.069002866744995117e-01,6.477859616279602051e-01,0.000000000000000000e+00,6.656505584716796875e+00,3.196084022521972656e+00,2.282917022705078125e+00,0.000000000000000000e+00,3.826422882080078125e+01,1.837235641479492188e+01,1.312311172485351562e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.533869934082031250e+01,1.557900047302246094e+01,6.975969696044921875e+01,8.533869934082031250e+01,1.557900047302246094e+01,6.975969696044921875e+01,0.000000000000000000e+00
1.000000000000000000e+00,1.578261852264404297e+00,5.545244216918945312e-01,3.512824177742004395e-01,0.000000000000000000e+00,1.404977440834045410e+00,4.936406910419464111e-01,3.127135336399078369e-01,0.000000000000000000e+00,4.718262672424316406e+00,1.657767891883850098e+00,1.050169587135314941e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.212160015106201172e+01,4.695400238037109375e+00,7.426199913024902344e+00,1.212160110473632812e+01,4.695400238037109375e+00,7.426199913024902344e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.343836426734924316e+00,5.293900370597839355e-01,1.628892421722412109e-01,0.000000000000000000e+00,1.297879815101623535e+00,5.112859606742858887e-01,1.573187559843063354e-01,0.000000000000000000e+00,3.977754116058349609e+00,1.566993951797485352e+00,4.821519851684570312e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.002950000762939453e+01,4.002600193023681641e+00,6.026899814605712891e+00,1.002950000762939453e+01,4.002600193023681641e+00,6.026900291442871094e+00,0.000000000000000000e+00
1.000000000000000000e+00,3.617224097251892090e-01,1.677633970975875854e-01,2.786767482757568359e-02,0.000000000000000000e+00,2.079555988311767578e+00,9.644781947135925293e-01,1.602123230695724487e-01,0.000000000000000000e+00,4.530409336090087891e+00,2.101160526275634766e+00,3.490299880504608154e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.074219989776611328e+01,3.761600017547607422e+00,6.980599880218505859e+00,1.074219894409179688e+01,3.761600017547607422e+00,6.980599880218505859e+00,0.000000000000000000e+00
1.000000000000000000e+00,2.950706243515014648e+00,1.134887099266052246e+00,4.993503093719482422e-01,0.000000000000000000e+00,3.268506526947021484e+00,1.257117867469787598e+00,5.531318783760070801e-01,0.000000000000000000e+00,1.220815849304199219e+01,4.695445537567138672e+00,2.065996170043945312e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.863330078125000000e+01,9.663700103759765625e+00,1.896960067749023438e+01,2.863330078125000000e+01,9.663700103759765625e+00,1.896960067749023438e+01,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.261486053466796875e+02,1.642967071533203125e+02,6.185189819335937500e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.261486053466796875e+02,1.642967071533203125e+02,6.185189819335937500e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.571770095825195312e+01,4.498210144042968750e+01,1.073560047149658203e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,6.938879966735839844e+00,2.713630199432373047e+00,8.559773445129394531e+00,0.000000000000000000e+00,3.833682835102081299e-01,1.499261856079101562e-01,4.729215502738952637e-01,0.000000000000000000e+00,1.594789743423461914e+00,6.236841678619384766e-01,1.967326045036315918e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.340430068969726562e+01,1.921850013732910156e+01,4.185800075531005859e+00,2.340429878234863281e+01,1.921850013732910156e+01,4.185800075531005859e+00,0.000000000000000000e+00
1.000000000000000000e+00,3.352472782135009766e+00,1.187334179878234863e+00,4.365198612213134766e+00,0.000000000000000000e+00,2.168826907873153687e-01,7.681261748075485229e-02,2.823993265628814697e-01,0.000000000000000000e+00,8.992000222206115723e-01,3.184666931629180908e-01,1.170833349227905273e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.186960029602050781e+01,9.481100082397460938e+00,2.388499975204467773e+00,1.186960124969482422e+01,9.481100082397460938e+00,2.388500213623046875e+00,0.000000000000000000e+00
1.000000000000000000e+00,5.575404167175292969e+00,2.389458656311035156e+00,7.199010372161865234e+00,0.000000000000000000e+00,4.112930297851562500e-01,1.762684285640716553e-01,5.310651659965515137e-01,0.000000000000000000e+00,1.530013561248779297e+00,6.557199954986572266e-01,1.975566744804382324e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.044379997253417969e+01,1.628249931335449219e+01,4.161300182342529297e+00,2.044380187988281250e+01,1.628250122070312500e+01,4.161300182342529297e+00,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.704308929443359375e+02,1.193145980834960938e+02,5.111629867553710938e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.689184570312500000e+01,5.398425102233886719e+00,1.253827762603759766e+01,0.000000000000000000e+00,5.610746860504150391e+00,1.793125271797180176e+00,4.164678096771240234e+00,0.000000000000000000e+00,1.447404861450195312e+01,4.625726699829101562e+00,1.074362373352050781e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.624049377441406250e+01,4.639709854125976562e+01,2.984339904785156250e+01,7.624049377441406250e+01,4.639709854125976562e+01,2.984339904785156250e+01,0.000000000000000000e+00
1.000000000000000000e+00,5.171740531921386719e+00,2.392894983291625977e+00,8.027776718139648438e+00,0.000000000000000000e+00,4.844522774219512939e-01,2.241495698690414429e-01,7.519856691360473633e-01,0.000000000000000000e+00,1.679577112197875977e+00,7.771177887916564941e-01,2.607105016708374023e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.211679840087890625e+01,1.705299949645996094e+01,5.063799858093261719e+00,2.211680030822753906e+01,1.705299949645996094e+01,5.063799858093261719e+00,0.000000000000000000e+00
1.000000000000000000e+00,5.151017189025878906e+00,1.823044061660766602e+00,5.261134624481201172e+00,0.000000000000000000e+00,3.909844756126403809e-01,1.383769214153289795e-01,3.993428349494934082e-01,0.000000000000000000e+00,1.646488904953002930e+00,5.827240943908691406e-01,1.681687116622924805e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.707480049133300781e+01,1.316390037536621094e+01,3.910900115966796875e+00,1.707479858398437500e+01,1.316389942169189453e+01,3.910900115966796875e+00,0.000000000000000000e+00
1.000000000000000000e+00,6.722550392150878906e+00,2.263036727905273438e+00,7.487988948822021484e+00,0.000000000000000000e+00,3.994395434856414795e-01,1.344648003578186035e-01,4.449203014373779297e-01,0.000000000000000000e+00,1.813959956169128418e+00,6.106399893760681152e-01,2.020499944686889648e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.189749908447265625e+01,1.745240020751953125e+01,4.445099830627441406e+00,2.189749908447265625e+01,1.745240020751953125e+01,4.445099830627441406e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.005485534667968750e+01,3.476040124893188477e+00,9.798233985900878906e+00,0.000000000000000000e+00,8.270760774612426758e-01,2.859265208244323730e-01,8.059673905372619629e-01,0.000000000000000000e+00,3.384729146957397461e+00,1.170126676559448242e+00,3.298343896865844727e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.310129928588867188e+01,2.524810028076171875e+01,7.853199958801269531e+00,3.310129928588867188e+01,2.524809837341308594e+01,7.853199958801269531e+00,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.223193664550781250e+02,5.984308242797851562e+01,6.888751220703125000e+01,0.000000000000000000e+00,9.150685882568359375e+01,2.463146781921386719e+01,2.835416412353515625e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.955424804687500000e+02,3.510499877929687500e+02,1.444924926757812500e+02,4.955424499511718750e+02,3.510499572753906250e+02,1.444924926757812500e+02,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.472701263427734375e+01,1.742297172546386719e+01,2.005620765686035156e+01,0.000000000000000000e+00,2.579227638244628906e+01,6.942667007446289062e+00,7.991952419281005859e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.429331054687500000e+02,1.022061996459960938e+02,4.072689819335937500e+01,1.429330902099609375e+02,1.022061920166015625e+02,4.072689437866210938e+01,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.472701263427734375e+01,1.742297172546386719e+01,2.005620765686035156e+01,0.000000000000000000e+00,2.579227638244628906e+01,6.942667007446289062e+00,7.991952419281005859e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.429331054687500000e+02,1.022061996459960938e+02,4.072689819335937500e+01,1.429330902099609375e+02,1.022061920166015625e+02,4.072689437866210938e+01,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.056341648101806641e+01,2.843420267105102539e+00,3.273162841796875000e+00,0.000000000000000000e+00,4.043990135192871094e+00,1.088545799255371094e+00,1.253064036369323730e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.306560134887695312e+01,1.668000030517578125e+01,6.385600090026855469e+00,2.306560134887695312e+01,1.668000030517578125e+01,6.385600090026855469e+00,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.185675621032714844e+00,2.472565412521362305e+00,2.846258401870727539e+00,0.000000000000000000e+00,3.166618108749389648e+00,8.523782491683959961e-01,9.812031388282775879e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.950469970703125000e+01,1.450450038909912109e+01,5.000199794769287109e+00,1.950469970703125000e+01,1.450449943542480469e+01,5.000199317932128906e+00,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.639691734313964844e+01,4.413660049438476562e+00,5.080721855163574219e+00,0.000000000000000000e+00,6.786488056182861328e+00,1.826761007308959961e+00,2.102849960327148438e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.660739898681640625e+01,2.589130020141601562e+01,1.071609973907470703e+01,3.660739898681640625e+01,2.589130020141601562e+01,1.071609878540039062e+01,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.964717864990234375e+00,2.413088560104370117e+00,2.777792692184448242e+00,0.000000000000000000e+00,3.710368156433105469e+00,9.987428188323974609e-01,1.149688601493835449e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.001440048217773438e+01,1.415559959411621094e+01,5.858799934387207031e+00,2.001439857482910156e+01,1.415559959411621094e+01,5.858799934387207031e+00,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.060092926025390625e+00,2.438761234283447266e+00,2.807345390319824219e+00,0.000000000000000000e+00,3.749822854995727539e+00,1.009363055229187012e+00,1.161913990974426270e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.022730064392089844e+01,1.430620002746582031e+01,5.921100139617919922e+00,2.022730064392089844e+01,1.430619907379150391e+01,5.921099662780761719e+00,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.299294471740722656e+00,8.880915045738220215e-01,1.022313952445983887e+00,0.000000000000000000e+00,1.107638716697692871e+00,2.981499731540679932e-01,3.432111144065856934e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.958700180053710938e+00,5.209700107574462891e+00,1.748999953269958496e+00,6.958700180053710938e+00,5.209700107574462891e+00,1.748999834060668945e+00,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.256902694702148438e+00,1.953385472297668457e+00,2.248611927032470703e+00,0.000000000000000000e+00,3.227288484573364258e+00,8.687092065811157227e-01,1.000002264976501465e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.655490112304687500e+01,1.145890045166015625e+01,5.096000194549560547e+00,1.655490112304687500e+01,1.145890045166015625e+01,5.096000194549560547e+00,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.250647354125976562e+01,6.058207035064697266e+00,6.973819255828857422e+00,0.000000000000000000e+00,1.444249534606933594e+01,3.887576103210449219e+00,4.475127696990966797e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.834370422363281250e+01,3.553850173950195312e+01,2.280520057678222656e+01,5.834370040893554688e+01,3.553849792480468750e+01,2.280519866943359375e+01,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.634097099304199219e+00,1.247388720512390137e+00,1.435913801193237305e+00,0.000000000000000000e+00,2.089124441146850586e+00,5.623425841331481934e-01,6.473326683044433594e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.061619949340820312e+01,7.317399978637695312e+00,3.298799991607666016e+00,1.061619949340820312e+01,7.317399978637695312e+00,3.298799753189086914e+00,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.335287570953369141e+00,6.286038160324096680e-01,7.236083745956420898e-01,0.000000000000000000e+00,1.032466292381286621e+00,2.779153585433959961e-01,3.199183046817779541e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.317800045013427734e+00,3.687500000000000000e+00,1.630300045013427734e+00,5.317800045013427734e+00,3.687500000000000000e+00,1.630299925804138184e+00,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.790792465209960938e-01,2.635448276996612549e-01,3.033758699893951416e-01,0.000000000000000000e+00,4.966325759887695312e-01,1.336816698312759399e-01,1.538857519626617432e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.330199956893920898e+00,1.546000003814697266e+00,7.842000126838684082e-01,2.330200195312500000e+00,1.545999884605407715e+00,7.841999530792236328e-01,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.319793820381164551e+00,3.552570641040802002e-01,4.089491367340087891e-01,0.000000000000000000e+00,5.600256919860839844e-01,1.507455855607986450e-01,1.735286414623260498e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.968300104141235352e+00,2.084000110626220703e+00,8.842999935150146484e-01,2.968300104141235352e+00,2.084000110626220703e+00,8.842998743057250977e-01,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.966176986694335938e+00,1.605952858924865723e+00,1.848669767379760742e+00,0.000000000000000000e+00,5.936348915100097656e+00,1.597923755645751953e+00,1.839427232742309570e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.879450035095214844e+01,9.420800209045410156e+00,9.373700141906738281e+00,1.879450035095214844e+01,9.420799255371093750e+00,9.373700141906738281e+00,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.060414314270019531e+00,8.237906694412231445e-01,9.482949376106262207e-01,0.000000000000000000e+00,3.252113580703735352e+00,8.753916025161743164e-01,1.007694602012634277e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.967700004577636719e+00,4.832499980926513672e+00,5.135200023651123047e+00,9.967700004577636719e+00,4.832499980926513672e+00,5.135200023651123047e+00,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.905762910842895508e+00,7.821621894836425781e-01,9.003748893737792969e-01,0.000000000000000000e+00,2.684235095977783203e+00,7.225322127342224121e-01,8.317326903343200684e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.826800346374511719e+00,4.588300228118896484e+00,4.238500118255615234e+00,8.826799392700195312e+00,4.588299751281738281e+00,4.238500118255615234e+00,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.190613555908203125e+01,3.204848051071166992e+00,3.689215421676635742e+00,0.000000000000000000e+00,6.417022228240966797e+00,1.727309584617614746e+00,1.988367915153503418e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.893289947509765625e+01,1.880019950866699219e+01,1.013269996643066406e+01,2.893289947509765625e+01,1.880019950866699219e+01,1.013269996643066406e+01,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.254096508026123047e+00,1.414277672767639160e+00,1.628025650978088379e+00,0.000000000000000000e+00,3.142553091049194336e+00,8.459004759788513184e-01,9.737463593482971191e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.325860023498535156e+01,8.296400070190429688e+00,4.962200164794921875e+00,1.325860023498535156e+01,8.296400070190429688e+00,4.962200164794921875e+00,0.000000000000000000e+00
