NUTS3_addit_demolition,gfa_sfh_1977,gfa_sfh_77_90,gfa_sfh_90_17,gfa_sfh_2017__,gfa_mfh_1977,gfa_mfh_77_90,gfa_mfh_90_17,gfa_mfh_2017__,gfa_nres_1977,gfa_nres_77_90,gfa_nres_90_17,gfa_nres_2017__,XXX,gfa_total_2017,gfa_res_2017,gfa_nres_2017,gfa_total,gfa_re,gfa_nres,gfa_new
1.000000000000000000e+00,7.688998699188232422e+00,2.394933938980102539e+00,3.781474828720092773e+00,0.000000000000000000e+00,1.380315184593200684e+00,4.299342036247253418e-01,6.788434982299804688e-01,0.000000000000000000e+00,2.708178281784057617e+00,8.435309529304504395e-01,1.331891059875488281e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.123810005187988281e+01,1.635449981689453125e+01,4.883600234985351562e+00,2.123809814453125000e+01,1.635449981689453125e+01,4.883600234985351562e+00,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.872859954833984375e+01,2.977569961547851562e+01,8.952899932861328125e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,6.857353687286376953e+00,1.919122934341430664e+00,3.042512178421020508e+00,0.000000000000000000e+00,1.702945470809936523e+00,4.765923023223876953e-01,7.555731534957885742e-01,0.000000000000000000e+00,3.009022951126098633e+00,8.421157002449035645e-01,1.335061430931091309e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.994029998779296875e+01,1.475409984588623047e+01,5.186200141906738281e+00,1.994029998779296875e+01,1.475409984588623047e+01,5.186200141906738281e+00,0.000000000000000000e+00
1.000000000000000000e+00,3.510289907455444336e+00,1.348006129264831543e+00,1.984374403953552246e+00,0.000000000000000000e+00,6.216174960136413574e-01,2.387108206748962402e-01,3.514016866683959961e-01,0.000000000000000000e+00,1.070682287216186523e+00,4.111587405204772949e-01,6.052590012550354004e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.014150047302246094e+01,8.054400444030761719e+00,2.087100028991699219e+00,1.014150047302246094e+01,8.054400444030761719e+00,2.087100028991699219e+00,0.000000000000000000e+00
1.000000000000000000e+00,3.612352609634399414e+00,8.657704591751098633e-01,1.432999372482299805e+00,0.000000000000000000e+00,6.453197598457336426e-01,1.546634137630462646e-01,2.559946179389953613e-01,0.000000000000000000e+00,1.026361107826232910e+00,2.459873706102371216e-01,4.071515202522277832e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.646599769592285156e+00,6.967100143432617188e+00,1.679499983787536621e+00,8.646599769592285156e+00,6.967100143432617188e+00,1.679500102996826172e+00,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.025710296630859375e+01,5.385480117797851562e+01,1.640229988098144531e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,6.027616024017333984e+00,1.037393927574157715e+00,1.878040552139282227e+00,0.000000000000000000e+00,9.145842194557189941e-01,1.574061810970306396e-01,2.849594652652740479e-01,0.000000000000000000e+00,1.771946072578430176e+00,3.049640059471130371e-01,5.520899891853332520e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.292899990081787109e+01,1.030000019073486328e+01,2.628999948501586914e+00,1.292899990081787109e+01,1.030000019073486328e+01,2.628999948501586914e+00,0.000000000000000000e+00
1.000000000000000000e+00,3.849896669387817383e+00,8.791102170944213867e-01,1.394450783729553223e+00,0.000000000000000000e+00,5.389594435691833496e-01,1.230694800615310669e-01,1.952136605978012085e-01,0.000000000000000000e+00,1.054351568222045898e+00,2.407574355602264404e-01,3.818911015987396240e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.657699584960937500e+00,6.980700016021728516e+00,1.677000045776367188e+00,8.657699584960937500e+00,6.980700016021728516e+00,1.677000164985656738e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.757437467575073242e+00,3.163919150829315186e-01,6.115138530731201172e-01,0.000000000000000000e+00,2.184944003820419312e-01,3.933560475707054138e-02,7.602680474519729614e-02,0.000000000000000000e+00,4.770325720310211182e-01,8.588029444217681885e-02,1.659871339797973633e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.748100042343139648e+00,3.019200086593627930e+00,7.289000153541564941e-01,3.748100280761718750e+00,3.019200086593627930e+00,7.289000153541564941e-01,0.000000000000000000e+00
1.000000000000000000e+00,1.084528446197509766e+01,1.686356544494628906e+00,2.939520597457885742e+00,0.000000000000000000e+00,3.509793758392333984e+00,5.457454323768615723e-01,9.512993693351745605e-01,0.000000000000000000e+00,5.355710029602050781e+00,8.327708840370178223e-01,1.451619029045104980e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.811810111999511719e+01,2.047800064086914062e+01,7.640100002288818359e+00,2.811809921264648438e+01,2.047800064086914062e+01,7.640100002288818359e+00,0.000000000000000000e+00
1.000000000000000000e+00,2.971483707427978516e+00,4.350515007972717285e-01,7.387666702270507812e-01,0.000000000000000000e+00,2.910324037075042725e-01,4.260971769690513611e-02,7.235611975193023682e-02,0.000000000000000000e+00,8.212023377418518066e-01,1.202312931418418884e-01,2.041663378477096558e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.696899890899658203e+00,4.551300048828125000e+00,1.145599961280822754e+00,5.696899890899658203e+00,4.551300048828125000e+00,1.145599961280822754e+00,0.000000000000000000e+00
1.000000000000000000e+00,4.312873363494873047e+00,1.052090406417846680e+00,1.672196507453918457e+00,0.000000000000000000e+00,9.122829437255859375e-01,2.225439995527267456e-01,3.537122905254364014e-01,0.000000000000000000e+00,1.582311034202575684e+00,3.859919011592864990e-01,6.134970188140869141e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.110750007629394531e+01,8.525699615478515625e+00,2.581799983978271484e+00,1.110749912261962891e+01,8.525699615478515625e+00,2.581799983978271484e+00,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.725209808349609375e+01,4.036249923706054688e+01,1.688960075378417969e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.252379035949707031e+01,2.639543056488037109e+00,3.369629621505737305e+00,0.000000000000000000e+00,2.409979581832885742e+00,5.079329013824462891e-01,6.484250426292419434e-01,0.000000000000000000e+00,7.077952384948730469e+00,1.491765737533569336e+00,1.904381871223449707e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.257340240478515625e+01,2.209930038452148438e+01,1.047410011291503906e+01,3.257340240478515625e+01,2.209930038452148438e+01,1.047410011291503906e+01,0.000000000000000000e+00
1.000000000000000000e+00,9.801754951477050781e+00,1.924270987510681152e+00,3.157006978988647461e+00,0.000000000000000000e+00,2.226196050643920898e+00,4.370446503162384033e-01,7.170264124870300293e-01,0.000000000000000000e+00,4.225157737731933594e+00,8.294788599014282227e-01,1.360863685607910156e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.467880058288574219e+01,1.826329994201660156e+01,6.415500164031982422e+00,2.467879867553710938e+01,1.826329994201660156e+01,6.415500164031982422e+00,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.964360046386718750e+01,4.608779907226562500e+01,1.355580043792724609e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,4.564282417297363281e+00,1.076131701469421387e+00,1.632751464843750000e+00,0.000000000000000000e+00,2.368462085723876953e+00,5.584179162979125977e-01,8.472546935081481934e-01,0.000000000000000000e+00,2.313592433929443359e+00,5.454811453819274902e-01,8.276265263557434082e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.473400020599365234e+01,1.104730033874511719e+01,3.686700105667114258e+00,1.473400020599365234e+01,1.104730033874511719e+01,3.686700105667114258e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.104252099990844727e+00,1.843138784170150757e-01,3.425301611423492432e-01,0.000000000000000000e+00,8.557545393705368042e-02,1.428364496678113937e-02,2.654482424259185791e-02,0.000000000000000000e+00,2.838660776615142822e-01,4.738090187311172485e-02,8.805299550294876099e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.176800012588500977e+00,1.757500052452087402e+00,4.192999899387359619e-01,2.176800012588500977e+00,1.757500052452087402e+00,4.192999601364135742e-01,0.000000000000000000e+00
1.000000000000000000e+00,2.506583452224731445e+00,4.063758552074432373e-01,6.473243832588195801e-01,0.000000000000000000e+00,2.404410541057586670e-01,3.898112475872039795e-02,6.209382414817810059e-02,0.000000000000000000e+00,6.965775489807128906e-01,1.129315271973609924e-01,1.798909157514572144e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.891200065612792969e+00,3.901799917221069336e+00,9.894000291824340820e-01,4.891200065612792969e+00,3.901799678802490234e+00,9.894000291824340820e-01,0.000000000000000000e+00
1.000000000000000000e+00,6.484311580657958984e+00,1.277930140495300293e+00,1.703906774520874023e+00,0.000000000000000000e+00,9.644466638565063477e-01,1.900734454393386841e-01,2.534312605857849121e-01,0.000000000000000000e+00,2.363592624664306641e+00,4.658175110816955566e-01,6.210900545120239258e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.432460021972656250e+01,1.087409973144531250e+01,3.450500011444091797e+00,1.432459926605224609e+01,1.087409973144531250e+01,3.450500011444091797e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.773318886756896973e+00,5.024403333663940430e-01,6.797721982002258301e-01,0.000000000000000000e+00,2.234081268310546875e+00,6.329896450042724609e-01,8.563978075981140137e-01,0.000000000000000000e+00,9.471000432968139648e-01,2.683449983596801758e-01,3.630550205707550049e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.257499694824218750e+00,6.678999900817871094e+00,1.578500032424926758e+00,8.257499694824218750e+00,6.678999900817871094e+00,1.578500032424926758e+00,0.000000000000000000e+00
1.000000000000000000e+00,3.124509334564208984e+00,6.439828872680664062e-01,1.097156047821044922e+00,0.000000000000000000e+00,3.986840546131134033e-01,8.217152953147888184e-02,1.399959325790405273e-01,0.000000000000000000e+00,1.117095947265625000e+00,2.302411794662475586e-01,3.922627270221710205e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.226099967956542969e+00,5.486499786376953125e+00,1.739599943161010742e+00,7.226099967956542969e+00,5.486499786376953125e+00,1.739599823951721191e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.887564182281494141e+00,4.718911051750183105e-01,7.450911402702331543e-01,0.000000000000000000e+00,1.488709151744842529e-01,3.721773251891136169e-02,5.876483768224716187e-02,0.000000000000000000e+00,5.686624050140380859e-01,1.421656012535095215e-01,2.244719862937927246e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.284699916839599609e+00,3.349400043487548828e+00,9.352999925613403320e-01,4.284699916839599609e+00,3.349400043487548828e+00,9.352999925613403320e-01,0.000000000000000000e+00
1.000000000000000000e+00,6.630473732948303223e-01,2.184607088565826416e-01,3.960398733615875244e-01,0.000000000000000000e+00,8.899043202400207520e-01,2.932054996490478516e-01,5.315421223640441895e-01,0.000000000000000000e+00,3.927272856235504150e-01,1.293956935405731201e-01,2.345770001411437988e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.748899936676025391e+00,2.992199897766113281e+00,7.566999793052673340e-01,3.748899936676025391e+00,2.992199897766113281e+00,7.566999793052673340e-01,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.753863983154296875e+02,1.380305938720703125e+02,3.735580062866210938e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.913460159301757812e+01,1.393780040740966797e+01,5.196800231933593750e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,7.168821334838867188e+00,1.568179726600646973e+00,2.464282274246215820e+00,0.000000000000000000e+00,1.751370787620544434e+00,3.831123709678649902e-01,6.020337343215942383e-01,0.000000000000000000e+00,3.325952053070068359e+00,7.275520563125610352e-01,1.143296003341674805e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.913460159301757812e+01,1.393780040740966797e+01,5.196800231933593750e+00,1.913459968566894531e+01,1.393780040740966797e+01,5.196800231933593750e+00,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.408709716796875000e+01,5.150450134277343750e+01,1.258259963989257812e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,2.324980497360229492e+00,1.869331151247024536e-01,4.089161753654479980e-01,0.000000000000000000e+00,2.156924009323120117e-01,1.734210364520549774e-02,3.793584927916526794e-02,0.000000000000000000e+00,5.483644008636474609e-01,4.408960044384002686e-02,9.644600003957748413e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.880700111389160156e+00,3.191800117492675781e+00,6.888999938964843750e-01,3.880700111389160156e+00,3.191800117492675781e+00,6.888999938964843750e-01,0.000000000000000000e+00
1.000000000000000000e+00,1.210679149627685547e+01,9.854366183280944824e-01,1.126213192939758301e+00,0.000000000000000000e+00,2.487919330596923828e+00,2.025050669908523560e-01,2.314343601465225220e-01,0.000000000000000000e+00,3.725332736968994141e+00,3.032247722148895264e-01,3.465425670146942139e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.151539993286132812e+01,1.714030075073242188e+01,4.375100135803222656e+00,2.151539993286132812e+01,1.714030075073242188e+01,4.375099658966064453e+00,0.000000000000000000e+00
1.000000000000000000e+00,7.284818649291992188e+00,6.733865737915039062e-01,7.870752811431884766e-01,0.000000000000000000e+00,1.243518829345703125e+00,1.149471253156661987e-01,1.343537867069244385e-01,0.000000000000000000e+00,2.143558740615844727e+00,1.981440931558609009e-01,2.315969914197921753e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.281139945983886719e+01,1.023810005187988281e+01,2.573299884796142578e+00,1.281139945983886719e+01,1.023810005187988281e+01,2.573299884796142578e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.923076391220092773e+00,1.977885365486145020e-01,3.097892999649047852e-01,0.000000000000000000e+00,2.688778638839721680e-01,2.765410766005516052e-02,4.331366345286369324e-02,0.000000000000000000e+00,5.571464896202087402e-01,5.730255320668220520e-02,8.975099027156829834e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.474699974060058594e+00,2.770499944686889648e+00,7.042000293731689453e-01,3.474699735641479492e+00,2.770499706268310547e+00,7.042000293731689453e-01,0.000000000000000000e+00
1.000000000000000000e+00,4.698135375976562500e+00,4.303185939788818359e-01,8.252685070037841797e-01,0.000000000000000000e+00,6.203797459602355957e-01,5.682274326682090759e-02,1.089751198887825012e-01,0.000000000000000000e+00,1.207415461540222168e+00,1.105913966894149780e-01,2.120930701494216919e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.270000457763671875e+00,6.739900112152099609e+00,1.530099987983703613e+00,8.270000457763671875e+00,6.739900588989257812e+00,1.530099987983703613e+00,0.000000000000000000e+00
1.000000000000000000e+00,4.287945270538330078e+00,4.410154819488525391e-01,6.376127600669860840e-01,0.000000000000000000e+00,3.481495082378387451e-01,3.580719977617263794e-02,5.176944658160209656e-02,0.000000000000000000e+00,8.939322829246520996e-01,9.194099903106689453e-02,1.329267472028732300e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.921100139617919922e+00,5.802299976348876953e+00,1.118800044059753418e+00,6.921100139617919922e+00,5.802299976348876953e+00,1.118800044059753418e+00,0.000000000000000000e+00
1.000000000000000000e+00,3.959629058837890625e+00,3.495198488235473633e-01,4.787943363189697266e-01,0.000000000000000000e+00,6.894341111183166504e-01,6.085694581270217896e-02,8.336567878723144531e-02,0.000000000000000000e+00,1.316749334335327148e+00,1.162305995821952820e-01,1.592200100421905518e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.213800430297851562e+00,5.621600151062011719e+00,1.592200040817260742e+00,7.213799476623535156e+00,5.621599674224853516e+00,1.592199921607971191e+00,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.456469726562500000e+01,4.296279907226562500e+01,1.160190010070800781e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,2.900019645690917969e+00,3.434233963489532471e-01,5.723723173141479492e-01,0.000000000000000000e+00,3.011001646518707275e-01,3.565660119056701660e-02,5.942766740918159485e-02,0.000000000000000000e+00,7.210119962692260742e-01,8.538300544023513794e-02,1.423050016164779663e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.160699844360351562e+00,4.211999893188476562e+00,9.487000107765197754e-01,5.160699844360351562e+00,4.211999893188476562e+00,9.487000107765197754e-01,0.000000000000000000e+00
1.000000000000000000e+00,1.521587562561035156e+01,1.588064670562744141e+00,1.846586704254150391e+00,0.000000000000000000e+00,4.765962123870849609e+00,4.974184036254882812e-01,5.783934593200683594e-01,0.000000000000000000e+00,5.908651351928710938e+00,6.166796684265136719e-01,7.170693278312683105e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.173469924926757812e+01,2.449230003356933594e+01,7.242400169372558594e+00,3.173470115661621094e+01,2.449230003356933594e+01,7.242400169372558594e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.691314935684204102e+00,2.143920361995697021e-01,4.764267504215240479e-01,0.000000000000000000e+00,2.130470126867294312e-01,2.700596116483211517e-02,6.001324579119682312e-02,0.000000000000000000e+00,3.921329677104949951e-01,4.970699921250343323e-02,1.104599982500076294e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.234499931335449219e+00,2.682199954986572266e+00,5.522999763488769531e-01,3.234499931335449219e+00,2.682199954986572266e+00,5.522999763488769531e-01,0.000000000000000000e+00
1.000000000000000000e+00,5.006016731262207031e+00,7.170246839523315430e-01,9.209492206573486328e-01,0.000000000000000000e+00,1.348483800888061523e+00,1.931468099355697632e-01,2.480784952640533447e-01,0.000000000000000000e+00,1.565173625946044922e+00,2.241838574409484863e-01,2.879425883293151855e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.051099967956542969e+01,8.433699607849121094e+00,2.077300071716308594e+00,1.051099967956542969e+01,8.433699607849121094e+00,2.077300071716308594e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.686517357826232910e+00,4.182563126087188721e-01,5.396856069564819336e-01,0.000000000000000000e+00,3.176279664039611816e-01,7.877174019813537598e-02,1.016409546136856079e-01,0.000000000000000000e+00,4.982142746448516846e-01,1.235571429133415222e-01,1.594285815954208374e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.923699855804443359e+00,3.142499923706054688e+00,7.811999917030334473e-01,3.923699855804443359e+00,3.142499923706054688e+00,7.811999917030334473e-01,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.372669982910156250e+01,1.100969982147216797e+01,2.717000007629394531e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.211276650428771973e+00,1.442409902811050415e-01,3.997039496898651123e-01,0.000000000000000000e+00,3.098395764827728271e-01,3.689624741673469543e-02,1.022426113486289978e-01,0.000000000000000000e+00,4.191661477088928223e-01,4.991504922509193420e-02,1.383188217878341675e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.811599969863891602e+00,2.204200029373168945e+00,6.074000000953674316e-01,2.811599969863891602e+00,2.204200029373168945e+00,6.074000000953674316e-01,0.000000000000000000e+00
1.000000000000000000e+00,1.071158409118652344e+00,1.728717088699340820e-01,3.715934157371520996e-01,0.000000000000000000e+00,1.381536424160003662e-01,2.229628898203372955e-02,4.792660102248191833e-02,0.000000000000000000e+00,2.933112382888793945e-01,4.733680188655853271e-02,1.017520055174827576e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.266400098800659180e+00,1.824000000953674316e+00,4.424000084400177002e-01,2.266400098800659180e+00,1.824000000953674316e+00,4.424000680446624756e-01,0.000000000000000000e+00
1.000000000000000000e+00,1.615013599395751953e+00,2.650162577629089355e-01,3.624154031276702881e-01,0.000000000000000000e+00,1.706552505493164062e-01,2.800373733043670654e-02,3.829570859670639038e-02,0.000000000000000000e+00,4.617935419082641602e-01,7.577818632125854492e-02,1.036282852292060852e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.120599985122680664e+00,2.479399919509887695e+00,6.412000060081481934e-01,3.120600223541259766e+00,2.479399919509887695e+00,6.412000060081481934e-01,0.000000000000000000e+00
